pl_name,hostname,st_met,pl_bmassj,pl_bmasse,log_mass,is_giant,planet_type,met_group,pl_orbper,st_teff,st_mass,discoverymethod
HD 164604 b,HD 164604,0.12,13.2,4195.3349724,1.1205739312058498,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),653.9,4663.0,0.77,Radial Velocity
HD 164604 c,HD 164604,0.12,9.5,3019.3698665,0.9777236052888477,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5387.0,4663.0,0.77,Radial Velocity
HD 164922 b,HD 164922,0.18,0.36497499,116.0,-0.437736894658962,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1207.0,5390.0,0.926,Radial Velocity
HD 164922 c,HD 164922,0.18,0.04090237,13.0,-1.388251527002392,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),75.74,5390.0,0.926,Radial Velocity
HD 164922 d,HD 164922,0.18,0.01258534,4.0,-1.9001350472487715,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),12.458,5390.0,0.926,Radial Velocity
HD 164922 e,HD 164922,0.1967,0.0331,10.52012027,-1.4801720062242814,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),41.763,5393.43,0.921146,Radial Velocity
HD 165131 b,HD 165131,0.06,18.7,5943.3912109,1.271841606536499,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2342.6,5870.0,1.06,Radial Velocity
HD 165155 b,HD 165155,0.09,2.89,918.5287,0.4608978427565479,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),434.5,5426.0,1.02,Radial Velocity
HD 1666 b,HD 1666,0.37,6.43,2040.0,0.8082109729242221,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),270.0,6317.0,1.5,Radial Velocity
HD 166724 b,HD 166724,-0.09,3.53,1121.89,0.5477747053878226,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5144.0,5127.0,0.81,Radial Velocity
HD 167042 b,HD 167042,-0.01,1.397,444.00628458,0.14519640611418191,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),417.67,4919.0,1.39,Radial Velocity
HD 167677 b,HD 167677,-0.29,2.85,905.81095995,0.4548448600085102,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),1820.0,5474.0,0.96,Radial Velocity
HD 167768 b,HD 167768,-0.67,0.85,270.15414595,-0.07058107428570728,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),20.6532,4851.0,1.08,Radial Velocity
HD 168009 b,HD 168009,0.0183,0.03,9.53485221,-1.5228787452803376,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),15.1479,5778.33,0.986073,Radial Velocity
HD 168746 b,HD 168746,-0.08,0.27,85.8141,-0.5686362358410126,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.404,5570.0,1.07,Radial Velocity
HD 1690 b,HD 1690,-0.27,8.79,2793.7257,0.9439888750737718,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),533.0,4374.0,1.86,Radial Velocity
HD 170469 b,HD 170469,0.29,0.66,209.7678,-0.1804560644581313,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1145.0,5842.0,1.1,Radial Velocity
HD 17092 b,HD 17092,0.18,10.13,3219.6179,1.0056094453602804,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),359.89999,4326.0,6.73,Radial Velocity
HD 171028 b,HD 171028,-0.48,2.62,832.7146,0.41830129131974547,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),550.0,5671.0,1.53,Radial Velocity
HD 171238 b,HD 171238,0.2,8.8,2796.8899816,0.9444826721501687,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1515.0,,0.92,Radial Velocity
HD 17156 b,HD 17156,0.208,3.26,1036.12060682,0.5132176000679389,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),21.2164294,6046.0,1.285,Radial Velocity
HD 173416 b,HD 173416,-0.22,1.841,585.12209729,0.2650537885040147,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),322.03,4683.0,2.0,Radial Velocity
HD 174205 b,HD 174205,-0.28,4.2,1334.8793094,0.6232492903979004,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),582.0,4308.0,1.8,Radial Velocity
HD 175607 b,HD 175607,-0.62,0.0282541,8.98,-1.548918522068398,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),29.01,5392.0,0.71,Radial Velocity
HD 17674 b,HD 17674,-0.16,0.87,276.5121,-0.060480747381381476,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),623.8,5904.0,0.98,Radial Velocity
HD 176986 b,HD 176986,0.03,0.01686445,5.36,-1.7730278178818362,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.49164,4931.0,0.789,Radial Velocity
HD 176986 c,HD 176986,0.03,0.03067693,9.75,-1.5131881046569404,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),16.8124,4931.0,0.789,Radial Velocity
HD 176986 d,HD 176986,0.03,0.02126934,6.76,-1.672245986298739,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),61.376,4931.0,0.789,Radial Velocity
HD 177830 b,HD 177830,0.42,1.69,537.1327,0.22788670461367352,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),410.10001,4901.0,1.7,Radial Velocity
HD 177830 c,HD 177830,0.545,0.15,47.6725,-0.8239087409443188,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),110.9,4949.0,1.47,Radial Velocity
HD 178911 B b,HD 178911 B,0.24,8.03,2552.1749,0.9047155452786809,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),71.484,5588.0,1.24,Radial Velocity
HD 179079 b,HD 179079,0.24,0.081,25.74423,-1.0915149811213503,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),14.479,5646.0,1.14,Radial Velocity
HD 179949 b,HD 179949,0.137,0.916,291.12,-0.0381045263321496,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.092514,6168.0,1.21,Radial Velocity
HD 180314 b,HD 180314,0.2,22.707,7216.92963775,1.3561597599568995,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),394.73,4917.0,2.6,Radial Velocity
HD 180617 b,HD 180617,-0.04,0.03842935,12.214,-1.4153369611979094,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),105.911,3534.0,0.484,Radial Velocity
HD 181720 b,HD 181720,-0.62,0.4,127.132,-0.3979400086720376,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),956.0,5736.0,1.03,Radial Velocity
HD 183579 b,HD 183579,-0.038,0.06418558,20.4,-1.1925625300284872,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),17.471291,5784.0,0.996,Transit
HD 184010 b,HD 184010,-0.17,0.31,98.52680617,-0.5086383061657274,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),286.6,4971.0,1.35,Radial Velocity
HD 184010 c,HD 184010,-0.17,0.3,95.3485221,-0.5228787452803376,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),484.3,4971.0,1.35,Radial Velocity
HD 184010 d,HD 184010,-0.17,0.45,143.02278315,-0.3467874862246563,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),836.4,4971.0,1.35,Radial Velocity
HD 18438 b,HD 18438,-0.4,21.0,6674.396547,1.3222192947339193,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),803.0,3860.0,1.84,Radial Velocity
HD 18599 b,HD 18599,0.0,0.07582708,24.1,-1.1201756677943162,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),4.1374354,5145.0,0.863,Transit
HD 187085 b,HD 187085,0.12,0.836,265.70588,-0.07779372256098363,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1019.74,6117.0,1.189,Radial Velocity
HD 187123 b,HD 187123,0.09,0.523,166.218,-0.2814983111327257,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.0965828,5790.0,1.04,Radial Velocity
HD 187123 c,HD 187123,0.09,1.99,632.46,0.29885307640970665,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3810.0,5790.0,1.04,Radial Velocity
HD 188015 b,HD 188015,0.289,1.5,476.72,0.17609125905568124,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),461.2,5746.0,1.09,Radial Velocity
HD 189567 b,HD 189567,-0.24,0.02674399,8.5,-1.5727737988050194,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),14.288,5726.0,0.83,Radial Velocity
HD 189567 c,HD 189567,-0.24,0.02202446,7.0,-1.6570947309020754,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),33.688,5726.0,0.83,Radial Velocity
HD 189733 b,HD 189733,-0.02,1.13,359.1479,0.05307844348341968,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.21857567,5052.0,0.79,Radial Velocity
HD 190007 b,HD 190007,0.16,0.04876845,15.5,-1.311861047302513,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),11.724128,4610.0,0.77,Radial Velocity
HD 190360 b,HD 190360,0.26,1.68959095,537.0,0.22778157463710638,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2887.5,5560.0,0.996,Radial Velocity
HD 190360 c,HD 190360,0.26,0.08243442,26.2,-1.0838914133657276,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),17.11625,5560.0,0.996,Radial Velocity
HD 190360 d,HD 190360,0.26,0.03744159,11.9,-1.4266457167297661,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),88.69,5560.0,0.996,Radial Velocity
HD 190647 b,HD 190647,0.23,1.985,630.89255,0.2977605110991339,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1176.45,5656.0,1.069,Radial Velocity
HD 190984 b,HD 190984,-0.48,3.1,985.2,0.4913616938342727,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),4885.0,5988.0,0.91,Radial Velocity
HD 191939 b,HD 191939,-0.15,0.03146352,10.0,-1.502192692041401,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),8.8803256,5348.0,0.81,Transit
HD 191939 c,HD 191939,-0.15,0.02517081,8.0,-1.5991028085728076,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),28.579743,5348.0,0.81,Transit
HD 191939 d,HD 191939,-0.15,0.00880979,2.8,-2.0550344437931947,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),38.353037,5348.0,0.81,Transit
HD 191939 e,HD 191939,-0.15,0.35302068,112.2,-0.4521998528364824,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),101.12,5348.0,0.81,Radial Velocity
HD 191939 f,HD 191939,-0.15,2.88,915.34581216,0.45939248775923086,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2898.0,5348.0,0.81,Radial Velocity
HD 191939 g,HD 191939,-0.15,0.04247575,13.5,-1.3718589439954498,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),284.0,5348.0,0.81,Radial Velocity
HD 192263 b,HD 192263,0.03,0.56,177.9848,-0.25181197299379954,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),24.3556,4976.0,0.66,Radial Velocity
HD 192310 b,HD 192310,-0.04,0.0532,16.9,-1.274088367704952,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),74.72,5166.0,0.8,Radial Velocity
HD 192310 c,HD 192310,-0.04,0.076,24.0,-1.1191864077192086,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),525.8,5166.0,0.8,Radial Velocity
HD 195019 b,HD 195019,0.05,3.98,1264.9634,0.5998830720736879,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),18.20132,5751.0,1.21,Radial Velocity
HD 196067 b,HD 196067,0.213,11.4,3623.2438398,1.0569048513364727,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3413.7,6072.0,1.16,Radial Velocity
HD 196067 c,HD 196067,0.213,0.03272206,10.4,-1.485159363360399,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),4.601088,6072.0,1.16,Radial Velocity
HD 19615 b,HD 19615,-0.31,8.5,2701.5414595,0.9294189257142927,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),402.0,4263.0,1.1,Radial Velocity
HD 196885 A b,HD 196885 A,0.22,2.58,819.97,0.41161970596323016,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1333.0,6254.0,1.28,Radial Velocity
HD 197037 b,HD 197037,-0.2,0.79,251.0,-0.10237290870955855,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),1035.7,6150.0,1.11,Radial Velocity
HD 19994 b,HD 19994,0.27,1.37,435.41,0.1367205671564068,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),466.2,6188.0,1.365,Radial Velocity
HD 20003 b,HD 20003,0.04,0.0367,11.66,-1.4353339357479107,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),11.8482,5494.0,0.875,Radial Velocity
HD 20003 c,HD 20003,0.04,0.0454,14.44,-1.342944147142896,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),33.9239,5494.0,0.875,Radial Velocity
HD 202206 b,HD 202206,0.23,21.55,6849.20217085,1.3334472744967505,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),256.26,5764.23,1.06,Radial Velocity
HD 202206 c,HD 202206,0.23,3.09,982.08977763,0.4899584794248346,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1299.22,5764.23,1.06,Radial Velocity
HD 202696 b,HD 202696,0.02,1.996,634.38868,0.3001605369513523,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),517.8,5040.0,1.91,Radial Velocity
HD 202696 c,HD 202696,0.02,1.864,592.43512,0.2704459080179626,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),946.6,5040.0,1.91,Radial Velocity
HD 202772 A b,HD 202772 A,0.232,1.018,323.54931833,0.007747778000739948,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.3088775,6442.0,1.721,Transit
HD 20329 b,HD 20329,-0.07,0.02334593,7.42,-1.631788820991116,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),0.926118,5596.0,0.9,Transit
HD 2039 b,HD 2039,0.3,6.29,1999.1507,0.798650645445269,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1120.0,5945.0,1.23,Radial Velocity
HD 204941 b,HD 204941,-0.19,0.23,73.1009,-0.638272163982407,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),1733.0,5026.0,0.58,Radial Velocity
HD 205739 b,HD 205739,0.19,1.37,435.41,0.1367205671564068,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),279.8,6176.0,1.22,Radial Velocity
HD 207496 b,HD 207496,0.095,0.01919275,6.1,-1.7168627936720928,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.441008,4819.0,0.8,Transit
HD 20781 b,HD 20781,-0.11,0.0061,1.93,-2.214670164989233,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.3135,5256.0,0.7,Radial Velocity
HD 20781 c,HD 20781,-0.11,0.0168,5.33,-1.7746907182741372,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),13.8905,5256.0,0.7,Radial Velocity
HD 20781 d,HD 20781,-0.11,0.0334,10.61,-1.4762535331884354,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),29.158,5256.0,0.7,Radial Velocity
HD 20781 e,HD 20781,-0.11,0.0442,14.03,-1.3545777306509081,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),85.5073,5256.0,0.7,Radial Velocity
HD 20782 b,HD 20782,-0.0537,1.4878,472.83,0.17254455437236313,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),597.0643,5782.13,1.04,Radial Velocity
HD 207832 b,HD 207832,0.14,0.56,177.9848,-0.25181197299379954,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),160.07,5726.0,1.05,Radial Velocity
HD 207832 c,HD 207832,0.06,0.73,232.0159,-0.1366771398795441,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1155.7,5710.0,0.94,Radial Velocity
HD 207897 b,HD 207897,-0.03,0.04656601,14.8,-1.3319309729158728,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),16.20166,5106.0,0.8208,Transit
HD 20794 b,HD 20794,-0.42,0.00676466,2.15,-2.1697540266841813,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),18.314,5368.0,0.79,Radial Velocity
HD 20794 d,HD 20794,-0.42,0.00937613,2.98,-2.027976379793215,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),89.68,5368.0,0.79,Radial Velocity
HD 20794 f,HD 20794,-0.42,0.01831177,5.82,-1.7372696751368195,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),647.6,5368.0,0.79,Radial Velocity
HD 208487 b,HD 208487,0.09,0.46,146.20106722,-0.3372421683184259,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),129.36,6134.0,1.15,Radial Velocity
HD 208527 b,HD 208527,-0.09,9.9,3146.4,0.9956351945975499,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),875.5,4035.0,1.6,Radial Velocity
HD 20868 b,HD 20868,0.05,1.25,397.2875,0.09691001300805642,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),380.85001,4802.0,0.39,Radial Velocity
HD 208897 b,HD 208897,0.21,1.194,379.48711796,0.07700432679335026,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),358.27,4860.0,1.25,Radial Velocity
HD 209458 b,HD 209458,0.01,0.73,232.0159,-0.1366771398795441,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.52474859,6091.0,1.23,Radial Velocity
HD 210277 b,HD 210277,0.22,1.29,410.0007,0.11058971029924898,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),442.19,5538.0,1.01,Radial Velocity
HD 210702 b,HD 210702,-0.02,1.515,481.5100366,0.1804126328383238,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),355.5,4912.0,1.33,Radial Velocity
HD 211403 b,HD 211403,0.18,5.54,1760.76937478,0.7435097647284298,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),223.8,6273.0,1.2,Radial Velocity
HD 211810 b,HD 211810,0.17,0.67,212.9461,-0.17392519729917355,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1558.0,5652.0,1.03,Radial Velocity
HD 212301 b,HD 212301,0.18,0.51,162.0933,-0.2924298239020636,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.24571,6239.0,1.55,Radial Velocity
HD 213240 b,HD 213240,0.15,5.58,1773.4914,0.7466341989375788,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),882.70001,5979.0,1.57,Radial Velocity
HD 213472 b,HD 213472,0.1249,3.5,1112.3994245,0.5440680443502757,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),17000.0,5729.54,1.048132,Radial Velocity
HD 213885 b,HD 213885,-0.04,0.02778215,8.83,-1.5562341481950421,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.008035,5978.0,1.068,Transit
HD 213885 c,HD 213885,-0.04,0.06276941,19.95,-1.2022519534736886,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),4.78503,5978.0,1.068,Radial Velocity
HD 215152 b,HD 215152,-0.1,0.00572319,1.819,-2.2423618360273347,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.75999,4935.0,0.77,Radial Velocity
HD 215152 c,HD 215152,-0.1,0.0054117,1.72,-2.266666286715176,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.28243,4935.0,0.77,Radial Velocity
HD 215152 d,HD 215152,-0.1,0.00881289,2.801,-2.054881650584921,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),10.86499,4935.0,0.77,Radial Velocity
HD 215152 e,HD 215152,-0.1,0.00905201,2.877,-2.0432549749401967,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),25.1967,4935.0,0.77,Radial Velocity
HD 21520 b,HD 21520,0.049,0.05569043,17.7,-1.2542194287989417,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),25.1292,5871.0,1.09,Transit
HD 215497 b,HD 215497,0.2,0.02,6.3566,-1.6989700043360187,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),3.93404,5110.0,0.67,Radial Velocity
HD 216435 b,HD 216435,0.244,1.26,400.4,0.10037054511756291,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1311.0,5999.0,1.3,Radial Velocity
HD 216520 b,HD 216520,-0.16,0.03228141,10.26,-1.4910475042521374,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),35.45,5103.0,0.82,Radial Velocity
HD 216520 c,HD 216520,-0.16,0.02970141,9.44,-1.5272229331513318,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),154.43,5103.0,0.82,Radial Velocity
HD 216536 b,HD 216536,-0.17,1.05,333.7215,0.021189299069938092,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),148.60001,4639.0,0.81,Radial Velocity
HD 216770 b,HD 216770,0.27,0.57,181.1631,-0.24412514432750865,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),118.45,5399.0,0.74,Radial Velocity
HD 21693 b,HD 21693,0.0,0.0259,8.23,-1.586700235918748,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),22.6786,5430.0,0.8,Radial Velocity
HD 21693 c,HD 21693,0.0,0.0547,17.37,-1.2620126736665693,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),53.7357,5430.0,0.8,Radial Velocity
HD 21749 c,GJ 143,0.003,0.01164144,3.7,-1.933993295856785,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.78993,4640.0,0.73,Transit
HD 218566 b,HD 218566,0.28,0.2,63.566,-0.6989700043360187,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),225.7,4730.0,0.76,Radial Velocity
HD 219134 b,HD 219134,0.11,0.01491363,4.74,-1.8264166357492961,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.092926,4699.0,0.81,Radial Velocity
HD 219134 c,HD 219134,0.11,0.01371803,4.36,-1.8627082517166185,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.76458,4699.0,0.81,Radial Velocity
HD 219134 d,HD 219134,0.11,0.05087625,16.17,-1.2934849072717192,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),46.859,4699.0,0.81,Radial Velocity
HD 219134 f,HD 219134,0.11,0.02296825,7.3,-1.6388720933681515,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),22.717,4699.0,0.81,Radial Velocity
HD 219134 g,HD 219134,0.08,0.034,10.80622,-1.4685210829577449,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),94.2,4913.0,0.794,Radial Velocity
HD 219134 h,HD 219134,0.08,0.34,108.0622,-0.46852108295774486,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2247.0,4913.0,0.794,Radial Velocity
HD 219139 b,HD 219139,-0.2,0.78,247.90615746,-0.10790539730951958,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),275.5,4831.0,1.46,Radial Velocity
HD 219415 b,HD 219415,-0.04,1.0,317.83,0.0,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2093.3,4820.0,1.0,Radial Velocity
HD 220074 b,HD 220074,-0.25,16.64,5288.6912,1.221153321954705,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),672.09998,3787.0,2.2,Radial Velocity
HD 220197 b,HD 220197,-0.55,0.2,63.566,-0.6989700043360187,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),1728.0,5683.0,0.91,Radial Velocity
HD 220689 b,HD 220689,-0.07,1.118,355.33394,0.04844180355040453,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2266.4,5921.0,1.016,Radial Velocity
HD 220773 b,HD 220773,0.09,1.45,460.8,0.16136800223497488,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3724.7,5940.0,1.16,Radial Velocity
HD 220842 b,HD 220842,-0.17,3.18,1010.6994,0.5024271199844327,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),218.47,5960.0,1.13,Radial Velocity
HD 221287 b,HD 221287,-0.03,3.09,982.05,0.4899584794248346,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),456.1,6304.0,1.25,Radial Velocity
HD 221416 b,HD 221416,-0.08,0.19,60.5,-0.721246399047171,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),14.2767,5080.0,1.212,Transit
HD 221420 b,HD 221420,0.33,22.9,7278.2705203,1.359835482339888,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),10090.0,5847.0,1.351,Radial Velocity
HD 221585 b,HD 221585,0.29,1.61,511.7063,0.20682587603184974,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1173.0,5620.0,1.19,Radial Velocity
