pl_name,hostname,st_met,pl_bmassj,pl_bmasse,log_mass,is_giant,planet_type,met_group,pl_orbper,st_teff,st_mass,discoverymethod
Kepler-60 c,Kepler-60,-0.09,0.01211339,3.85,-1.9167343001051254,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),8.9187,5905.0,1.041,Transit
Kepler-60 d,Kepler-60,-0.09,0.01308876,4.16,-1.8831014955933307,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),11.8981,5905.0,1.041,Transit
Kepler-62 b,Kepler-62,-0.37,0.03,9.0,-1.5228787452803376,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),5.714932,4925.0,0.69,Transit
Kepler-62 c,Kepler-62,-0.37,0.013,4.0,-1.8860566476931633,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),12.4417,4925.0,0.69,Transit
Kepler-62 d,Kepler-62,-0.37,0.044,14.0,-1.3565473235138126,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),18.16406,4925.0,0.69,Transit
Kepler-62 e,Kepler-62,-0.37,0.113,36.0,-0.9469215565165803,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),122.3874,4925.0,0.69,Transit
Kepler-62 f,Kepler-62,-0.37,0.11,35.0,-0.958607314841775,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),267.291,4925.0,0.69,Transit
Kepler-63 b,Kepler-63,0.05,0.378,120.0,-0.4225082001627747,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),9.4341505,5576.0,0.984,Transit
Kepler-68 b,Kepler-68,0.11,0.02526521,8.03,-1.5974770876310873,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),5.39875259,5847.0,1.057,Transit
Kepler-68 c,Kepler-68,0.11,0.00409026,1.3,-2.3882490849079607,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),9.605027,5847.0,1.057,Transit
Kepler-68 d,Kepler-68,0.11,0.749,238.05347684,-0.12551818230053352,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),632.62,5847.0,1.057,Radial Velocity
Kepler-68 e,Kepler-68,0.11,0.272,86.4493267,-0.5654310959658012,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3455.0,5847.0,1.057,Radial Velocity
Kepler-7 b,Kepler-7,0.11,0.441,140.16303,-0.35556141053216145,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.8854892,5933.0,1.359,Transit
Kepler-74 b,Kepler-74,0.42,0.63,200.22,-0.2006594505464183,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),7.340711,6000.0,1.18,Transit
Kepler-75 b,Kepler-75,0.3,10.1,3209.9,1.0043213737826426,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),8.8849116,5200.0,0.91,Transit
Kepler-76 b,Kepler-76,-0.1,2.01,638.8383,0.30319605742048883,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.5449298,6409.0,1.2,Orbital Brightness Modulation
Kepler-77 b,Kepler-77,0.2,0.43,136.661,-0.36653154442041347,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.57878087,5520.0,0.95,Transit
Kepler-78 b,Kepler-78,-0.18,0.00528587,1.68,-2.2768835220550283,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),0.35500745,5058.0,0.779,Transit
Kepler-79 b,Kepler-79,0.06,0.02391227,7.6,-1.6213791942029634,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),13.48451,6389.0,1.244,Transit
Kepler-79 c,Kepler-79,0.06,0.01447322,4.6,-1.839434836354416,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),27.4026,6389.0,1.244,Transit
Kepler-79 d,Kepler-79,0.06,0.01667566,5.3,-1.777916968284836,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),52.0897,6389.0,1.244,Transit
Kepler-79 e,Kepler-79,0.06,0.01195614,3.8,-1.9224090082470517,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),81.0665,6389.0,1.244,Transit
Kepler-8 b,Kepler-8,-0.055,0.59,187.5197,-0.22914798835785583,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.5224991,6213.0,1.213,Transit
Kepler-80 b,Kepler-80,0.04,0.02180411,6.93,-1.6614616356577097,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.05246,4540.0,0.73,Transit
Kepler-80 c,Kepler-80,0.04,0.02120631,6.74,-1.6735348942394754,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),9.52355,4540.0,0.73,Transit
Kepler-80 d,Kepler-80,0.04,0.02123777,6.75,-1.672891086815553,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.07222,4540.0,0.73,Transit
Kepler-80 e,Kepler-80,0.04,0.01299437,4.13,-1.8862447713500434,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.64489,4540.0,0.73,Transit
Kepler-849 b,Kepler-849,0.145,0.94,298.75870258,-0.026872146400301365,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),394.62508,5950.0,1.259,Transit
Kepler-87 b,Kepler-87,-0.17,1.02,324.2,0.00860017176191757,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),114.73635,5600.0,1.1,Transit
Kepler-87 c,Kepler-87,-0.17,0.02,6.4,-1.6989700043360187,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),191.2318,5600.0,1.1,Transit
Kepler-88 d,KOI-142,0.27,3.0504646,965.14699656,0.48436598946154347,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1403.0,5466.0,0.99,Radial Velocity
Kepler-9 b,Kepler-9,0.05,0.13655099,43.4,-0.864705146860912,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),19.23891,5774.0,1.022,Transit
Kepler-9 c,Kepler-9,0.05,0.09407545,29.9,-1.0265236956012478,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),38.9853,5774.0,1.022,Transit
Kepler-91 b,Kepler-91,0.11,0.81,257.4423,-0.09151498112135022,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.24658,4550.0,1.31,Transit
Kepler-93 b,Kepler-93,-0.18,0.014662,4.66,-1.8338067848299326,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),4.72673978,5669.0,0.911,Transit
Kepler-93 c,Kepler-93,-0.18,3.0,954.0,0.47712125471966244,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),1460.0,5669.0,0.91,Radial Velocity
Kepler-94 b,Kepler-94,0.34,0.034,10.84,-1.4685210829577449,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),2.50806,4781.0,0.81,Transit
Kepler-94 c,Kepler-94,0.34,9.836,3126.0,0.9928185200666796,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),820.3,4781.0,0.81,Radial Velocity
Kepler-95 b,Kepler-95,0.3,0.041,13.0,-1.3872161432802645,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),11.5231,5699.0,1.08,Transit
Kepler-96 b,Kepler-96,0.04,0.027,8.46,-1.5686362358410126,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),16.2385,5690.0,1.0,Transit
Kepler-97 b,Kepler-97,-0.2,0.011,3.51,-1.958607314841775,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),2.58664,5779.0,0.94,Transit
Kepler-97 c,Kepler-97,-0.2,1.08,344.0,0.03342375548694973,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),789.0,5779.0,0.94,Radial Velocity
Kepler-98 b,Kepler-98,0.18,0.011,3.55,-1.958607314841775,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),1.54168,5539.0,0.99,Transit
Kepler-99 b,Kepler-99,0.18,0.019,6.15,-1.7212463990471711,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),4.60358,4782.0,0.79,Transit
L 168-9 b,L 168-9,-0.03,0.01280565,4.07,-1.8925983723498878,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.40152604,3842.0,0.614,Transit
L 98-59 b,L 98-59,-0.46,0.00144732,0.46,-2.83943543649009,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),2.253114,3415.0,0.2923,Transit
L 98-59 c,L 98-59,-0.46,0.0062927,2.0,-2.201162972439742,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),3.6906764,3415.0,0.2923,Transit
L 98-59 d,L 98-59,-0.46,0.00516002,1.64,-2.2873486150641056,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),7.450729,3415.0,0.2923,Transit
L 98-59 e,L 98-59,-0.46,0.00887271,2.82,-2.0519437129426796,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),12.8278,3415.0,0.2923,Radial Velocity
L 98-59 f,L 98-59,-0.46,0.00880979,2.8,-2.0550344437931947,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),23.064,3415.0,0.2923,Radial Velocity
LHS 1140 b,LHS 1140,-0.15,0.01761957,5.6,-1.754004694613298,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),24.73723,3096.0,0.1844,Transit
LHS 1140 c,LHS 1140,-0.15,0.00600953,1.91,-2.2211594924545395,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.77794,3096.0,0.1844,Transit
LHS 1478 b,LHS 1478,-0.13,0.007331,2.33,-2.134836780493914,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.9495378,3381.0,0.236,Transit
LHS 1815 b,LHS 1815,-0.12,0.00497124,1.58,-2.303535269619076,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.814334,3643.0,0.502,Transit
LHS 1903 b,LHS 1903,-0.11,0.01032003,3.28,-1.9863190402266835,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.1555098,3664.0,0.538,Transit
LHS 1903 c,LHS 1903,-0.11,0.0143159,4.55,-1.8441813439227062,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),6.226185,3664.0,0.538,Transit
LHS 1903 d,LHS 1903,-0.11,0.01875226,5.96,-1.7269463841292336,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),12.566287,3664.0,0.538,Transit
LHS 1903 e,LHS 1903,-0.11,0.01821738,5.79,-1.7395140825419906,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),29.31773,3664.0,0.538,Transit
LHS 3844 b,LHS 3844,0.22,0.00745685,2.37,-2.127444592973113,0,Terrestrial (Earth-like),Metal-rich ([Fe/H] > +0.15),0.462929709,3080.0,0.151,Transit
LP 714-47 b,LP 714-47,0.05,0.08929347,28.38,-1.0491802997526636,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),4.052032,4123.0,0.542,Transit
LP 791-18 c,LP 791-18,-0.09,0.02252788,7.16,-1.6472796759025339,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.98991,2960.0,0.139,Transit
LP 791-18 d,LP 791-18,-0.09,0.00286318,0.91,-2.543151348258725,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.75485,2960.0,0.139,Transit
LP 890-9 b,LP 890-9,-0.028,0.04153184,13.2,-1.3816188277597343,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),2.7299025,2850.0,0.118,Transit
LP 890-9 c,LP 890-9,-0.028,0.0796027,25.3,-1.0990722014179264,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),8.457463,2850.0,0.118,Transit
LSPM J2116+0234 b,LSPM J2116+0234,-0.05,0.04184627,13.3,-1.3783432471238084,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),14.4399,3475.0,0.43,Radial Velocity
LTT 1445 A c,LTT 1445 A,-0.34,0.00484538,1.54,-2.314672157636617,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),3.1239035,3340.0,0.257,Transit
LTT 3780 b,LTT 3780,0.06,0.00774003,2.46,-2.1112573560084242,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),0.76837931,3358.0,0.381,Transit
LTT 3780 c,LTT 3780,0.06,0.02529667,8.04,-1.5969366446663937,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),12.252284,3358.0,0.381,Transit
LTT 9779 b,LTT 9779,0.27,0.09225057,29.32,-1.035030941731613,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),0.792052,5443.0,1.02,Transit
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,-0.013,1.8,572.0911326,0.25527250510330607,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),77.48,6000.0,1.26,Radial Velocity
NGTS-1 b,NGTS-1,0.0,0.812,258.07796,-0.09044397075882467,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.647298,3916.0,0.617,Transit
NGTS-11 b,NGTS-11,0.22,0.344,109.33352,-0.46344155742846993,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),35.45533,5050.0,0.862,Transit
NGTS-12 b,NGTS-12,-0.03,0.208,66.10864,-0.6819366650372385,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),7.532806,5690.0,1.021,Transit
NGTS-13 b,NGTS-13,0.25,4.84,1538.2972,0.6848453616444125,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.119027,5819.0,1.3,Transit
NGTS-14 A b,NGTS-14 A,0.1,0.092,29.24036,-1.0362121726544447,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),3.5357173,5187.0,0.898,Transit
NGTS-15 b,NGTS-15,0.15,0.751,238.68913366,-0.1243600629958316,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.27623,5600.0,0.995,Transit
NGTS-16 b,NGTS-16,0.35,0.667,211.99154747,-0.17587416608345102,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.84532,5550.0,1.002,Transit
NGTS-17 b,NGTS-17,0.15,0.764,242.82090295,-0.11690664142431006,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.24253,5650.0,1.025,Transit
NGTS-18 b,NGTS-18,0.15,0.409,129.99181846,-0.38827669199265824,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.05125,5610.0,1.003,Transit
NGTS-2 b,NGTS-2,-0.06,0.74,235.1942,-0.13076828026902382,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.511164,6478.0,1.64,Transit
NGTS-20 b,NGTS-20,0.15,2.98,947.12865286,0.4742162640762552,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),54.18915,5980.0,1.47,Transit
NGTS-21 b,NGTS-21,-0.26,2.36,750.07504052,0.37291200297010657,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),1.5433897,4660.0,0.72,Transit
NGTS-23 b,NGTS-23,-0.26,0.613,194.82881349,-0.21253952548158497,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),4.0764326,6057.0,1.01,Transit
NGTS-24 b,NGTS-24,0.27,0.52,165.27077164,-0.28399665636520083,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.4678796,5820.0,1.26,Transit
NGTS-25 b,NGTS-25,0.12,0.639,203.09235207,-0.19449914184159983,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.823093,5321.0,0.91,Transit
NGTS-26 b,NGTS-26,0.2,0.292,92.80589484,-0.5346171485515817,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.5199279,5550.0,0.96,Transit
NGTS-27 b,NGTS-27,0.0,0.593,188.47224535,-0.22694530663573742,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.3704181,5700.0,1.07,Transit
NGTS-3 A b,NGTS-3 A,0.12,2.38,756.4354,0.37657695705651195,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.6753728,5600.0,1.017,Transit
NGTS-30 b,NGTS-30,-0.03,0.96,305.11527072,-0.017728766960431602,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),98.29838,5455.0,0.94,Transit
NGTS-31 b,NGTS-31,0.0,1.12,355.96781584,0.04921802267018165,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),4.162734,5710.0,0.96,Transit
NGTS-32 b,NGTS-32,-0.03,0.57,181.16219199,-0.24412514432750865,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.31211,5680.0,1.07,Transit
NGTS-33 b,NGTS-33,-0.11,3.63,1153.71711741,0.5599066250361125,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.827972,7437.0,1.6,Transit
NGTS-34 b,NGTS-34,0.228,0.06009532,19.1,-1.2211593479193064,0,Neptunian / Sub-Neptune,Metal-rich ([Fe/H] > +0.15),43.12655,6134.0,1.266,Transit
NGTS-35 b,NGTS-35,0.085,0.47824548,152.0,-0.32034912589101594,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),25.241192,4717.0,0.789,Transit
NGTS-38 b,NGTS-38,0.33,4.77,1516.04150139,0.6785183790401139,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),180.52797,6310.0,1.46,Transit
NGTS-39 b,NGTS-39,0.196,1.467,466.25427307,0.1664301138432827,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),58.20472,6053.0,1.16,Transit
NGTS-4 b,NGTS-4,-0.28,0.06481452,20.6,-1.1883276908966576,0,Neptunian / Sub-Neptune,Metal-poor ([Fe/H] < -0.15),1.3373508,5143.0,0.75,Transit
NGTS-5 b,NGTS-5,0.12,0.229,72.78307,-0.640164517660112,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.3569866,4987.0,0.661,Transit
NGTS-6 b,NGTS-6,0.11,1.339,425.57437,0.12678057701200895,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),0.882059,4730.0,0.767,Transit
NGTS-8 b,NGTS-8,0.24,0.93,295.5819,-0.03151705144606486,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.4997,5241.0,0.89,Transit
NGTS-9 b,NGTS-9,0.31,2.9,921.707,0.4623979978989561,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.43527,6330.0,1.34,Transit
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,-0.24,4.8,1500.0,0.6812412373755872,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),5480.0,5912.0,1.0,Microlensing
OGLE-TR-132 b,OGLE-TR-132,0.37,1.18,375.02,0.07188200730612536,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.689868,6210.0,1.305,Transit
OGLE-TR-182 b,OGLE-TR-182,0.37,1.01,320.995,0.004321373782642578,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),3.9791,5924.0,1.14,Transit
OGLE-TR-211 b,OGLE-TR-211,0.11,1.03,327.351,0.012837224705172217,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.67724,6325.0,1.33,Transit
OGLE2-TR-L9 b,OGLE2-TR-L9,-0.05,4.5,1430.175,0.6532125137753437,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.4855335,6933.0,1.52,Transit
PH1 b,PH1,0.21,0.531,169.0,-0.2749054789185309,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),138.317,6407.0,1.528,Transit
PH2 b,PH2,0.017,0.274,87.08498352,-0.562249437179612,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),282.52542,5734.0,0.966,Transit
POTS-1 b,POTS-1,-0.03,2.31,734.16,0.36361197989214433,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.1606296,4400.0,0.695,Transit
Pr0201 b,Pr0201,0.19,0.54,171.6282,-0.26760624017703144,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4.4264,6174.0,1.24,Radial Velocity
Pr0211 b,Pr0211,0.18,1.88,597.5204,0.2741578492636798,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.1461,5300.0,0.935,Radial Velocity
Pr0211 c,Pr0211,0.18,7.79,2475.8957,0.8915374576725644,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),4850.0,5300.0,0.935,Radial Velocity
Qatar-1 b,Qatar-1,0.171,1.294,411.27202,0.11193427633268159,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.4200242,5013.0,0.838,Transit
Qatar-10 b,Qatar-10,0.016,0.736,233.92288,-0.13312218566250114,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.645321,6124.0,1.156,Transit
Qatar-2 b,Qatar-2,0.02,2.494,792.635,0.39689644914252387,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.33711647,4645.0,0.743,Transit
Qatar-3 b,Qatar-3,-0.041,4.31,1369.8473,0.6344772701607315,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),2.5079204,6007.0,1.145,Transit
Qatar-4 b,Qatar-4,0.103,6.1,1938.763,0.785329835010767,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),1.8053564,5215.0,0.896,Transit
Qatar-5 b,Qatar-5,0.377,4.32,1373.0256,0.6354837468149122,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.8792319,5747.0,1.128,Transit
Qatar-6 b,Qatar-6,-0.025,0.668,212.31044,-0.1752235375244543,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.506195,5052.0,0.822,Transit
Qatar-7 b,Qatar-7,0.276,1.88,597.5204,0.2741578492636798,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),2.032046,6387.0,1.409,Transit
Qatar-8 b,Qatar-8,0.025,0.371,117.91493,-0.43062609038495414,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.71495,5738.0,1.029,Transit
Qatar-9 b,Qatar-9,0.252,1.19,378.2177,0.07554696139253074,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.540731,4309.0,0.719,Transit
Ross 128 b,Ross 128,-0.02,0.00440487,1.4,-2.356066904304319,0,Terrestrial (Earth-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),9.8658,3192.0,0.168,Radial Velocity
Ross 176 b,Ross 176,-0.19,0.01437883,4.57,-1.8422764508944587,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),5.0066338,4041.0,0.577,Transit
Ross 508 b,Ross 508,-0.2,0.01258541,4.0,-1.9001326316978855,0,Terrestrial (Earth-like),Metal-poor ([Fe/H] < -0.15),10.77,3071.0,0.1774,Radial Velocity
TIC 139270665 b,TIC 139270665,0.156,0.463,147.15455244,-0.33441900898204685,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),23.624,5844.0,1.035,Transit
TIC 139270665 c,TIC 139270665,0.156,4.89,1554.18091023,0.6893088591236202,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1010.0,5844.0,1.035,Radial Velocity
TIC 147027702 b,TIC 147027702,-0.08,1.09,346.43296363,0.037426497940623665,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),44.40523,6410.0,1.406,Transit
TIC 172900988 b,TIC 172900988 Aa,0.34,2.96386345,942.0,0.47185819111647626,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),200.452,6050.0,1.2384,Transit
TIC 183374187 b,TIC 183374187,-0.39,0.56,177.98390792,-0.25181197299379954,1,Gas Giant (Jupiter-like),Metal-poor ([Fe/H] < -0.15),5.05907,5768.0,0.853,Transit
TIC 237913194 b,TIC 237913194,0.14,1.942,617.22586,0.28824922557198607,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),15.168865,5788.0,1.026,Transit
TIC 241249530 b,TIC 241249530,0.09,4.98,1582.78546686,0.6972293427597176,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),165.7719,6166.0,1.271,Transit
TIC 245076932 b,TIC 245076932,0.02,0.51,162.09248757,-0.2924298239020636,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),21.61389,6130.0,1.117,Transit
TIC 257060897 b,TIC 257060897,0.054,0.634,201.50321004,-0.1979107421182673,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),3.66003639,5993.0,1.187,Transit
TIC 279401253 b,TIC 279401253,0.2,6.14,1951.46641898,0.7881683711411677,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),76.8,5951.0,1.13,Transit
TIC 279401253 c,TIC 279401253,0.2,8.02,2548.98382414,0.9041743682841635,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),155.3,5951.0,1.13,Transit
TIC 365102760 b,TIC 365102760,0.09,0.06040996,19.2,-1.2188914518352585,0,Neptunian / Sub-Neptune,Solar-like (-0.15 <= [Fe/H] <= +0.15),4.21285367,4900.0,1.17,Transit
TIC 393818343 b,TIC 393818343,0.318,4.34,1379.37528638,0.6374897295125107,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),16.24921,5756.0,1.082,Transit
TIC 46432937 b,TIC 46432937,0.323,3.2,1017.0509024,0.505149978319906,1,Gas Giant (Jupiter-like),Metal-rich ([Fe/H] > +0.15),1.44044527,3572.0,0.563,Transit
TIC 4672985 b,TIC 4672985,0.14,12.74,4049.13390518,1.1051694279993316,1,Gas Giant (Jupiter-like),Solar-like (-0.15 <= [Fe/H] <= +0.15),69.048,5757.0,1.01,Transit
