pl_name,hostname,pl_letter,pl_bmasse,pl_bmassj,pl_rade,pl_orbper,st_met,st_teff,st_mass,st_rad,disc_year,discoverymethod
"TOI-2049 b","TOI-2049","b",486.27746271,1.53000000,16.64533634,5.30346800000,0.3110,6164.00,1.570000,3.200000,2026,"Transit"
"TOI-2088 b","TOI-2088","b",37.00000000,0.11641502,3.68311790,124.72997000000,0.3390,5081.00,0.902700,0.848100,2024,"Transit"
"TOI-2093 b","TOI-2093","b",10.60000000,0.03335133,,12.83600000000,-0.0800,4426.00,0.745000,0.729000,2025,"Radial Velocity"
"TOI-2093 c","TOI-2093","c",15.80000000,0.04971236,2.30000000,53.81149000000,-0.0800,4426.00,0.745000,0.729000,2025,"Transit"
"TOI-2095 b","TOI-2095","b",4.10000000,0.01290004,1.25000000,17.66484000000,-0.2400,3759.00,0.440000,0.440000,2023,"Transit"
"TOI-2095 c","TOI-2095","c",7.40000000,0.02328300,1.33000000,28.17232000000,-0.2400,3759.00,0.440000,0.440000,2023,"Transit"
"TOI-2107 b","TOI-2107","b",263.79757781,0.83000000,13.57407563,2.45454670000,0.0700,5627.00,0.961000,0.932000,2024,"Transit"
"TOI-2109 b","TOI-2109","b",1595.49860314,5.02000000,15.09849700,0.67247414000,0.0680,6540.00,1.453000,1.698000,2021,"Transit"
"TOI-2114 b","TOI-2114","b",324.18497514,1.02000000,14.54925695,6.20995900000,0.0010,6400.00,1.309000,1.970000,2026,"Transit"
"TOI-2120 b","TOI-2120","b",6.80000000,0.02139519,2.12200000,5.79981640000,0.3900,3131.00,0.211000,0.245000,2024,"Transit"
"TOI-2128 b","TOI-2128","b",4.50000000,0.01415858,2.08874836,16.34136000000,-0.0700,5968.00,1.025100,1.117400,2024,"Transit"
"TOI-2134 b","TOI-2134","b",9.37000000,0.02948132,2.73500000,9.22919800000,0.1200,4580.00,0.744000,0.709000,2023,"Transit"
"TOI-2134 c","TOI-2134","c",58.30000000,0.18343231,7.35000000,95.85284000000,0.1200,4580.00,0.744000,0.709000,2023,"Transit"
"TOI-2136 b","TOI-2136","b",6.37000000,0.02004226,2.19000000,7.85192800000,0.0300,3342.00,0.340000,0.340000,2022,"Transit"
"TOI-2141 b","TOI-2141","b",20.10000000,0.06324167,3.14700000,18.26160800000,-0.1400,5635.00,0.896000,0.950000,2023,"Transit"
"TOI-2141 c","TOI-2141","c",6.14000000,0.01931860,,5.46240000000,-0.1400,5635.00,0.896000,0.950000,2025,"Radial Velocity"
"TOI-2141 d","TOI-2141","d",14.90000000,0.04688064,,60.45000000000,-0.1400,5635.00,0.896000,0.950000,2025,"Radial Velocity"
"TOI-2145 b","TOI-2145","b",1805.26535176,5.68000000,12.24020692,10.26112800000,0.2800,6206.00,1.710000,2.750000,2023,"Transit"
"TOI-2147 b","TOI-2147","b",116.00000000,0.36497682,10.50000000,26.20518000000,-0.2900,5983.00,0.990000,1.390000,2026,"Transit"
"TOI-2152 A b","TOI-2152","b",899.45439181,2.83000000,14.35870428,3.37735120000,0.2820,6630.00,1.516000,1.612000,2023,"Transit"
"TOI-2154 b","TOI-2154","b",292.40213444,0.92000000,16.28664896,3.82408010000,0.0110,6280.00,1.233000,1.396000,2023,"Transit"
"TOI-2158 b","TOI-2158","b",260.61929374,0.82000000,10.76062147,8.60077000000,0.4700,5673.00,1.120000,1.410000,2022,"Transit"
"TOI-2169 A b","TOI-2169 A","b",329.58805806,1.03700000,12.50922246,8.21482820000,0.1230,6270.00,1.420000,1.820000,2025,"Transit"
"TOI-2180 b","TOI-2180","b",875.61726129,2.75500000,11.32107051,260.79000000000,0.2530,5695.00,1.111000,1.636000,2022,"Transit"
"TOI-2184 b","TOI-2184","b",206.58846455,0.65000000,11.39953337,6.90683000000,0.1400,5966.00,1.530000,2.900000,2022,"Transit"
"TOI-2193 A b","TOI-2193 A","b",298.75870258,0.94000000,19.83989584,2.12257350000,0.0270,5966.00,1.082000,1.248000,2022,"Transit"
"TOI-2196 b","TOI-2196","b",26.00000000,0.08180515,3.51000000,1.19472680000,0.1400,5634.00,1.032000,1.043000,2022,"Transit"
"TOI-220 b","TOI-220","b",13.80000000,0.04341966,3.03000000,10.69526400000,-0.2170,5298.00,0.825000,0.858000,2021,"Transit"
"TOI-2202 b","TOI-2202","b",287.31687993,0.90400000,10.95117414,11.91260750000,0.0590,5169.00,0.841000,0.808000,2021,"Transit"
"TOI-2202 c","TOI-2202","c",117.27868218,0.36900000,,24.67440000000,0.0400,5144.00,0.823000,0.794000,2021,"Transit Timing Variations"
"TOI-2207 b","TOI-2207","b",203.41018048,0.64000000,11.15293580,8.00196800000,0.1810,6101.00,1.296000,1.564000,2022,"Transit"
"TOI-2236 b","TOI-2236","b",502.16888306,1.58000000,14.36991326,3.53159020000,0.1190,6248.00,1.343000,1.573000,2022,"Transit"
"TOI-2295 b","TOI-2295","b",278.09985612,0.87500000,16.47720163,30.03330200000,0.3160,5730.00,1.168000,1.459000,2024,"Transit"
"TOI-2295 c","TOI-2295","c",1783.01736327,5.61000000,,966.50000000000,0.3160,5730.00,1.168000,1.459000,2024,"Radial Velocity"
"TOI-2322 b","TOI-2322","b",2.31000000,0.00726807,0.99400000,11.30717000000,-0.1200,4664.00,0.703000,0.662000,2025,"Transit"
"TOI-2322 c","TOI-2322","c",18.10000000,0.05694897,1.87400000,20.22552800000,-0.1200,4664.00,0.703000,0.662000,2025,"Transit"
"TOI-2328 b","TOI-2328","b",50.85254512,0.16000000,9.97599282,17.10197000000,0.0900,5525.00,0.950000,0.900000,2025,"Transit"
"TOI-2337 b","TOI-2337","b",508.52545120,1.60000000,10.08808263,2.99432000000,0.3900,4780.00,1.325000,3.220000,2022,"Transit"
"TOI-2338 b","TOI-2338","b",1900.61387386,5.98000000,11.20898070,22.65398000000,0.2200,5581.00,0.990000,1.050000,2023,"Transit"
"TOI-2345 b","TOI-2345","b",3.49000000,0.01098077,1.50400000,1.05285730000,-0.1000,4687.00,0.727000,0.729000,2025,"Transit"
"TOI-2345 c","TOI-2345","c",7.27000000,0.02287398,2.45100000,21.06430200000,-0.1000,4687.00,0.727000,0.729000,2025,"Transit"
"TOI-2346 b","TOI-2346","b",394.10722468,1.24000000,16.11851425,3.33120290000,-0.0300,6480.00,1.271000,1.380000,2025,"Transit"
"TOI-2364 b","TOI-2364","b",71.51139158,0.22500000,8.60849718,4.01975170000,0.3440,5306.00,0.954000,0.886000,2023,"Transit"
"TOI-2368 b","TOI-2368","b",206.58846455,0.65000000,10.83908434,5.17500730000,0.1000,5360.00,0.897000,0.846000,2024,"Transit"
"TOI-2373 b","TOI-2373","b",2955.80418510,9.30000000,10.42435205,13.33668000000,0.3000,5651.00,1.041000,1.102000,2023,"Transit"
"TOI-2374 b","TOI-2374","b",61.65871096,0.19400000,7.48759911,4.31361930000,0.1280,5002.00,0.802000,0.711000,2024,"Transit"
"TOI-2379 b","TOI-2379","b",1830.69162432,5.76000000,11.72459381,5.46938270000,0.5010,3707.00,0.645000,0.622000,2024,"Transit"
"TOI-238 b","TOI-238","b",3.37000000,0.01060321,1.55900000,1.27309900000,-0.1140,5059.00,0.781000,0.756000,2024,"Transit"
"TOI-238 c","TOI-238","c",6.70000000,0.02108056,2.18000000,8.46565100000,-0.1140,5059.00,0.790000,0.733000,2024,"Radial Velocity"
"TOI-2382 b","TOI-2382","b",235.19302118,0.74000000,12.25141591,4.66120610000,0.2490,6033.00,1.260000,1.417000,2025,"Transit"
"TOI-2384 b","TOI-2384","b",624.85064816,1.96600000,11.48920522,2.13570304000,0.3320,3943.00,0.635000,0.611300,2024,"Transit"
"TOI-2406 b","TOI-2406","b",15.60000000,0.04908309,2.86000000,3.07668910000,-0.2600,3100.00,0.166000,0.204000,2021,"Transit"
"TOI-2416 b","TOI-2416","b",953.48522100,3.00000000,9.86390302,8.27547900000,0.3200,5808.00,1.118000,1.236000,2023,"Transit"
"TOI-2421 b","TOI-2421","b",105.83685953,0.33300000,10.36830715,4.34740320000,0.1900,5607.00,1.131000,1.750000,2022,"Transit"
"TOI-2431 b","TOI-2431","b",6.20000000,0.01950738,1.53400000,0.22419578000,-0.0200,4109.00,0.661000,0.651000,2026,"Transit"
"TOI-244 b","TOI-244","b",2.68000000,0.00843222,1.52000000,7.39722500000,-0.3900,3433.00,0.428000,0.426000,2023,"Transit"
"TOI-2443 b","TOI-2443","b",4.80000000,0.01510249,2.36300000,15.66858000000,-0.2900,4375.00,0.642000,0.631000,2023,"Transit"
"TOI-2447 b","TOI-2447","b",124.90656395,0.39300000,9.60609646,69.33684000000,0.1800,5730.00,1.034000,1.006000,2024,"Transit"
"TOI-2449 b","TOI-2449","b",222.00000000,0.70000000,11.24000000,106.14468000000,-0.0300,6021.00,1.079000,1.065000,2025,"Transit"
"TOI-2458 b","TOI-2458","b",13.31000000,0.04187794,2.83000000,3.73659000000,-0.1000,6005.00,1.050000,1.310000,2024,"Transit"
"TOI-2458 c","TOI-2458","c",10.22000000,0.03215572,,16.55300000000,-0.1000,6005.00,1.050000,1.310000,2024,"Radial Velocity"
"TOI-2497 b","TOI-2497","b",1531.93292174,4.82000000,11.14172682,10.65566900000,0.0940,7360.00,1.859000,2.360000,2023,"Transit"
"TOI-2498 b","TOI-2498","b",34.62000000,0.10892670,6.06000000,3.73825200000,0.1670,5905.00,1.120000,1.260000,2023,"Transit"
"TOI-251 b","TOI-251","b",317.83000000,1.00000000,2.74000000,4.93777000000,-0.1060,5875.00,1.036000,0.881000,2021,"Transit"
"TOI-2524 b","TOI-2524","b",203.41018048,0.64000000,11.20898070,7.18585000000,0.0600,5831.00,1.007000,1.119000,2023,"Transit"
"TOI-2525 b","TOI-2525","b",26.69758619,0.08400000,8.67575106,23.28560000000,0.1400,5096.00,0.849000,0.785000,2023,"Transit"
"TOI-2525 c","TOI-2525","c",208.81326340,0.65700000,10.13291855,49.25190000000,0.1400,5096.00,0.849000,0.785000,2023,"Transit"
"TOI-2529 b","TOI-2529","b",743.71847238,2.34000000,11.54525012,64.59490000000,0.1000,5802.00,1.110000,1.700000,2024,"Transit"
"TOI-2537 b","TOI-2537","b",415.40172795,1.30700000,11.25381662,94.10220000000,0.0800,4870.00,0.771000,0.771000,2024,"Transit"
"TOI-2537 c","TOI-2537","c",2297.89938261,7.23000000,,1920.00000000000,0.0800,4870.00,0.771000,0.771000,2024,"Radial Velocity"
"TOI-2567 b","TOI-2567","b",63.88350981,0.20100000,10.92875618,5.98394400000,0.2410,5611.00,1.130000,1.686000,2022,"Transit"
"TOI-257 b","TOI-257","b",43.86032017,0.13800000,7.16253867,18.38818000000,0.1750,6095.00,1.407000,1.867000,2021,"Transit"
"TOI-2570 b","TOI-2570","b",260.61929374,0.82000000,13.64132951,2.98876150000,0.1910,5771.00,1.063000,1.095000,2022,"Transit"
"TOI-2578 b","TOI-2578","b",167.17774208,0.52600000,19.66055215,3.45796670000,0.0100,6333.00,1.270000,1.640000,2026,"Transit"
"TOI-2580 b","TOI-2580","b",200.23189641,0.63000000,17.37392009,3.39775000000,0.2600,6120.00,1.330000,1.810000,2024,"Transit"
"TOI-2583 A b","TOI-2583 A","b",79.45710175,0.25000000,14.45958510,4.52072650000,0.1580,5936.00,1.215000,1.477000,2023,"Transit"
"TOI-2587 A b","TOI-2587 A","b",69.28659273,0.21800000,12.07207221,5.45664000000,0.1300,5760.00,1.150000,1.726000,2023,"Transit"
"TOI-2589 b","TOI-2589","b",1112.39942450,3.50000000,12.10569916,61.62770000000,0.1200,5579.00,0.930000,1.070000,2023,"Transit"
"TOI-260 b","TOI-260","b",4.23000000,0.01330907,1.71000000,13.47585300000,-0.4700,4026.00,0.616000,0.607000,2024,"Transit"
"TOI-2641 b","TOI-2641","b",122.68176510,0.38600000,18.10250383,4.88097400000,-0.1500,6100.00,1.160000,1.336000,2023,"Transit"
"TOI-2669 b","TOI-2669","b",193.87532827,0.61000000,19.72780603,6.20340000000,0.1000,4800.00,1.190000,4.100000,2022,"Transit"
"TOI-269 b","TOI-269","b",8.80000000,0.02768790,2.77000000,3.69771040000,-0.2900,3514.00,0.391700,0.398000,2021,"Transit"
"TOI-2714 b","TOI-2714","b",228.00000000,0.71736822,13.72000000,2.49938700000,0.3000,5665.00,1.070000,1.250000,2024,"Transit"
"TOI-2796 b","TOI-2796","b",139.84449908,0.44000000,17.26183028,4.80849830000,0.2390,5764.00,1.063000,1.069000,2023,"Transit"
"TOI-2803 A b","TOI-2803 A","b",309.88269682,0.97500000,18.11371281,1.96229325000,-0.1050,6280.00,1.118000,1.245000,2023,"Transit"
"TOI-2818 b","TOI-2818","b",225.65816897,0.71000000,15.27784069,4.03970900000,-0.0200,5721.00,0.977000,1.229000,2023,"Transit"
"TOI-283 b","TOI-283","b",6.54000000,0.02057714,2.34000000,17.61745000000,-0.0900,5213.00,0.800000,0.850000,2025,"Transit"
"TOI-2842 b","TOI-2842","b",117.59651059,0.37000000,12.84549188,3.55140580000,0.2330,5910.00,1.135000,1.265000,2023,"Transit"
"TOI-286 b","TOI-286","b",4.53000000,0.01425297,1.42000000,4.51172440000,-0.0500,5152.00,0.832000,0.780000,2024,"Transit"
"TOI-286 c","TOI-286","c",3.72000000,0.01170443,1.88000000,39.36182600000,-0.0500,5152.00,0.832000,0.780000,2024,"Transit"
"TOI-2876 b","TOI-2876","b",54.03082919,0.17000000,9.63972340,6.29964310000,0.3530,5271.00,0.939000,0.873000,2025,"Transit"
"TOI-2886 b","TOI-2886","b",444.95976980,1.40000000,18.64053490,1.60200105000,0.2840,6240.00,1.229000,1.241000,2025,"Transit"
"TOI-2969 b","TOI-2969","b",368.68095212,1.16000000,12.32987877,1.82371460000,0.0800,4738.00,0.710000,0.700000,2025,"Transit"
"TOI-2977 b","TOI-2977","b",533.95172376,1.68000000,13.15934334,2.35056140000,0.0130,5691.00,0.936000,1.073000,2023,"Transit"
"TOI-2981 b","TOI-2981","b",638.00000000,2.00737249,13.40000000,3.60150100000,-0.1100,5940.00,1.030000,1.080000,2024,"Transit"
"TOI-2986 b","TOI-2986","b",96.61983573,0.30400000,9.29224500,3.27836620000,0.0950,5906.00,1.122000,1.458000,2025,"Transit"
"TOI-2989 b","TOI-2989","b",953.48522100,3.00000000,12.55405838,3.12283200000,-0.0400,4672.00,0.770000,0.760000,2025,"Transit"
"TOI-2992 b","TOI-2992","b",1058.36859531,3.33000000,13.75341932,3.00781200000,0.0840,6000.00,1.210000,1.545000,2025,"Transit"
"TOI-3023 b","TOI-3023","b",197.05361234,0.62000000,16.43236571,3.90149710000,0.0850,5760.00,1.120000,1.668000,2023,"Transit"
"TOI-3053 b","TOI-3053","b",270.15414595,0.85000000,13.56286665,2.99199870000,0.2000,5378.00,0.960000,0.970000,2026,"Transit"
"TOI-3071 b","TOI-3071","b",68.20000000,0.21458120,7.16000000,1.26693800000,0.3500,6177.00,1.290000,1.310000,2024,"Transit"
"TOI-3135 b","TOI-3135","b",327.36325921,1.03000000,13.65253849,3.70655850000,0.0710,5890.00,1.044000,0.985000,2025,"Transit"
"TOI-3160 A b","TOI-3160 A","b",378.21580433,1.19000000,13.76462830,3.97128100000,-0.1140,6190.00,1.088000,1.346000,2025,"Transit"
"TOI-3235 b","TOI-3235","b",211.35589065,0.66500000,11.39953337,2.59261842000,0.2640,3388.80,0.393900,0.369700,2023,"Transit"
"TOI-3261 b","TOI-3261","b",30.30000000,0.09533446,3.82000000,0.88313310000,0.1380,5068.00,0.861000,0.849000,2024,"Transit"
"TOI-3278 b","TOI-3278","b",95.34852210,0.30000000,13.89913607,3.24645600000,0.0400,5720.00,1.040000,1.390000,2026,"Transit"
"TOI-3288 b","TOI-3288","b",536.17652261,1.68700000,12.24020692,1.43386470000,0.6500,4072.00,0.643000,0.672000,2025,"Transit"
"TOI-329 b","TOI-329","b",40.40000000,0.12711262,4.94057819,5.70439000000,0.2050,5614.00,1.067800,1.532600,2024,"Transit"
"TOI-332 b","TOI-332","b",57.20000000,0.17997133,3.20000000,0.77703800000,0.2560,5251.00,0.880000,0.870000,2023,"Transit"
"TOI-3321 b","TOI-3321","b",176.07693748,0.55400000,15.55806521,3.65251450000,-0.1030,5850.00,1.041000,1.549000,2024,"Transit"
"TOI-333 b","TOI-333","b",20.10000000,0.06324167,4.26000000,3.78525030000,0.0100,6241.00,1.200000,1.100000,2025,"Transit"
"TOI-3331 A b","TOI-3331 A","b",721.47048389,2.27000000,12.97999965,2.01802310000,0.1480,5609.00,1.016000,0.952000,2022,"Transit"
"TOI-3362 b","TOI-3362","b",1598.35905880,5.02900000,12.80065596,18.09547000000,0.0170,6532.00,1.445000,1.830000,2021,"Transit"
"TOI-3364 b","TOI-3364","b",530.77343969,1.67000000,12.22899794,5.87689180000,0.3870,5706.00,1.186000,1.419000,2023,"Transit"
"TOI-3457 b","TOI-3457","b",797.74930157,2.51000000,10.64000000,32.60026800000,0.2800,6300.00,1.040000,1.474000,2026,"Transit"
"TOI-3464 b","TOI-3464","b",397.28550875,1.25000000,13.76462830,3.65155680000,0.0450,6370.00,1.363000,1.560000,2025,"Transit"
"TOI-3474 b","TOI-3474","b",193.87532827,0.61000000,14.67255574,3.87951050000,0.1460,6020.00,1.121000,1.256000,2025,"Transit"
"TOI-3486 b","TOI-3486","b",99.16246298,0.31200000,10.57006880,2.21778105000,0.2830,4930.00,0.837000,0.788000,2025,"Transit"
"TOI-3493 b","TOI-3493","b",8.97000000,0.02822278,3.22000000,8.15946670000,0.0300,5844.00,1.023000,1.228000,2025,"Transit"
"TOI-3523 A b","TOI-3523 A","b",435.42491759,1.37000000,15.97279750,2.30458952000,-0.3660,6450.00,1.131000,1.448000,2025,"Transit"
"TOI-3540 A b","TOI-3540 A","b",375.03752026,1.18000000,23.53885947,3.11999900000,0.1760,5810.00,1.081000,1.228000,2022,"Transit"
"TOI-3568 b","TOI-3568","b",26.40000000,0.08300000,5.30000000,4.41796500000,-0.0100,4969.00,0.780000,0.719000,2024,"Transit"
"TOI-3593 b","TOI-3593","b",565.73456446,1.78000000,11.02963701,3.82128670000,0.3840,5550.00,1.015000,0.918000,2025,"Transit"
"TOI-3629 b","TOI-3629","b",82.63538582,0.26000000,8.29464572,3.93655100000,0.4000,3870.00,0.630000,0.600000,2022,"Transit"
"TOI-3664 b","TOI-3664","b",114.41822652,0.36000000,13.69737442,3.29748390000,0.1700,5593.00,0.980000,1.110000,2026,"Transit"
"TOI-3682 b","TOI-3682","b",69.28659273,0.21800000,12.80065596,3.34624060000,0.4160,5703.00,1.320000,1.735000,2025,"Transit"
"TOI-3688 A b","TOI-3688 A","b",311.47183886,0.98000000,13.08088048,3.24607500000,0.2620,5950.00,1.199000,1.302000,2023,"Transit"
"TOI-3693 b","TOI-3693","b",324.18497514,1.02000000,12.59889431,9.08851600000,0.0710,5321.00,0.867000,0.791000,2022,"Transit"
"TOI-3714 b","TOI-3714","b",222.47988490,0.70000000,11.32107051,2.15484900000,0.1000,3660.00,0.530000,0.510000,2022,"Transit"
"TOI-375 b","TOI-375","b",236.78216321,0.74500000,10.77183045,9.45469000000,0.0840,5259.90,1.441000,2.900000,2026,"Transit"
"TOI-375 c","TOI-375","c",669.34662514,2.10600000,,115.50000000000,0.0840,5259.90,1.441000,2.900000,2026,"Radial Velocity"
"TOI-375 d","TOI-375","d",445.59542661,1.40200000,,297.90000000000,0.0840,5259.90,1.441000,2.900000,2026,"Radial Velocity"
"TOI-3757 b","TOI-3757","b",85.30000000,0.26838381,12.00000000,3.43875300000,0.0000,3913.00,0.640000,0.620000,2022,"Transit"
"TOI-3785 b","TOI-3785","b",14.95000000,0.04703796,5.14000000,4.67473730000,0.0990,3576.00,0.520000,0.500000,2023,"Transit"
"TOI-3807 b","TOI-3807","b",330.54154328,1.04000000,18.49481816,2.89897270000,0.2780,5772.00,1.181000,1.468000,2023,"Transit"
"TOI-3819 b","TOI-3819","b",352.78953177,1.11000000,13.13692538,3.24431410000,0.2730,5859.00,1.242000,1.538000,2023,"Transit"
"TOI-3837 b","TOI-3837","b",187.51876013,0.59000000,10.87271128,11.88865000000,-0.2600,5905.00,0.890000,1.200000,2025,"Transit"
"TOI-3856 b","TOI-3856","b",171.62733978,0.54000000,13.59649359,2.04360352000,0.4540,5622.00,1.096000,1.055000,2025,"Transit"
"TOI-3862 b","TOI-3862","b",53.70000000,0.16880000,5.53000000,1.55745774000,0.1100,5300.00,0.900000,0.920000,2026,"Transit"
"TOI-3877 b","TOI-3877","b",99.79811980,0.31400000,11.67975789,4.12359600000,0.2690,5731.00,1.160000,1.445000,2025,"Transit"
"TOI-3884 b","TOI-3884","b",32.59000000,0.10253961,6.43000000,4.54458280000,0.0400,3180.00,0.298000,0.302000,2022,"Transit"
"TOI-3894 b","TOI-3894","b",260.61929374,0.82000000,15.27784069,4.33454000000,0.0210,6000.00,1.138000,1.502000,2024,"Transit"
"TOI-3912 b","TOI-3912","b",129.03833324,0.40600000,14.28024141,3.49362640000,0.1870,5725.00,1.088000,1.392000,2023,"Transit"
"TOI-3919 b","TOI-3919","b",1233.17421916,3.88000000,12.31866979,7.43323400000,0.1750,6100.00,1.208000,1.319000,2024,"Transit"
"TOI-3976 A b","TOI-3976 A","b",55.61997123,0.17500000,12.27383387,6.60766200000,0.1820,5975.00,1.254000,1.501000,2023,"Transit"
"TOI-3980 b","TOI-3980","b",187.51876013,0.59000000,14.45958510,3.60892540000,0.1880,5840.00,1.240000,1.626000,2025,"Transit"
"TOI-3984 A b","TOI-3984 A","b",44.00000000,0.14000000,7.90000000,4.35332600000,0.1800,3476.00,0.490000,0.470000,2023,"Transit"
"TOI-4010 b","TOI-4010","b",11.00000000,0.03460987,3.02000000,1.34833500000,0.3700,4960.00,0.880000,0.830000,2023,"Transit"
"TOI-4010 c","TOI-4010","c",20.31000000,0.06390241,5.93000000,5.41465400000,0.3700,4960.00,0.880000,0.830000,2023,"Transit"
"TOI-4010 d","TOI-4010","d",38.15000000,0.12003332,6.18000000,14.70886000000,0.3700,4960.00,0.880000,0.830000,2023,"Transit"
"TOI-4010 e","TOI-4010","e",692.00000000,2.17727549,,762.00000000000,0.3700,4960.00,0.880000,0.830000,2023,"Radial Velocity"
"TOI-4034 b","TOI-4034","b",276.51071409,0.87000000,17.71018951,1.80209320000,0.1200,5891.00,1.190000,1.830000,2026,"Transit"
"TOI-406 c","TOI-406","c",2.08000000,0.00654441,1.32000000,3.30744100000,-0.0200,3392.00,0.408000,0.410000,2024,"Transit"
"TOI-406.01","TOI-406","b",6.57000000,0.02067153,2.08000000,13.17568200000,-0.0200,3392.00,0.408000,0.410000,2024,"Transit"
"TOI-4087 b","TOI-4087","b",232.01473711,0.73000000,13.04725353,3.17748350000,0.2370,6060.00,1.178000,1.112000,2023,"Transit"
"TOI-411 b","HD 22946","b",13.71000000,0.04313648,1.36200000,4.04029500000,-0.0800,6169.00,1.098000,1.117000,2022,"Transit"
"TOI-411 c","HD 22946","c",9.72000000,0.03058254,2.32800000,9.57308300000,-0.0800,6169.00,1.098000,1.117000,2022,"Transit"
"TOI-4127 b","TOI-4127","b",743.71847238,2.34000000,12.07000000,56.39870000000,0.1400,6096.00,1.230000,1.293000,2023,"Transit"
"TOI-4137 b","TOI-4137","b",457.67290608,1.44000000,13.57407563,3.80161220000,0.1820,6202.00,1.313000,1.438000,2022,"Transit"
"TOI-4145 A b","TOI-4145 A","b",136.66621501,0.43000000,13.30506009,4.06644280000,0.1680,5281.00,0.905000,0.859000,2023,"Transit"
"TOI-4153 b","TOI-4153","b",365.50266805,1.15000000,16.11851425,4.61741410000,0.3170,6860.00,1.572000,1.605000,2024,"Transit"
"TOI-4201 b","TOI-4201","b",788.21444936,2.48000000,13.67495645,3.58191940000,0.5200,3794.00,0.610000,0.630000,2023,"Transit"
"TOI-421 b","TOI-421","b",6.70000000,0.02108056,2.64000000,5.19757600000,-0.0440,5291.00,0.833000,0.866000,2020,"Transit"
"TOI-421 c","TOI-421","c",14.10000000,0.04436356,5.09000000,16.06754100000,-0.0440,5291.00,0.833000,0.866000,2020,"Transit"
"TOI-4214 b","TOI-4214","b",165.27077164,0.52000000,10.68215861,3.49138850000,0.2940,6370.00,1.382000,1.434000,2025,"Transit"
"TOI-431 b","TOI-431","b",3.07000000,0.00965930,1.28000000,0.49004700000,0.2000,4850.00,0.780000,0.731000,2021,"Transit"
"TOI-431 c","TOI-431","c",2.83000000,0.00890418,,4.84940000000,0.2000,4850.00,0.780000,0.731000,2021,"Radial Velocity"
"TOI-431 d","TOI-431","d",9.90000000,0.03114888,3.29000000,12.46103000000,0.2000,4850.00,0.780000,0.731000,2021,"Transit"
"TOI-4311 b","TOI-4311","b",4.50000000,0.01415858,1.37600000,0.99027380000,-0.0650,5063.00,0.816000,0.844100,2026,"Transit"
"TOI-4311 c","TOI-4311","c",13.58000000,0.04272746,2.47000000,15.07042500000,-0.0650,5063.00,0.816000,0.844100,2026,"Transit"
"TOI-4329 b","TOI-4329","b",143.02278315,0.45000000,16.81347105,2.92230000000,0.2900,6000.00,1.538000,2.310000,2022,"Transit"
"TOI-4336 A b","TOI-4336 A","b",3.33000000,0.01047735,2.13700000,16.33635100000,0.1400,3307.00,0.306000,0.326000,2024,"Transit"
"TOI-4336 A c","TOI-4336 A","c",1.55000000,0.00487685,1.25100000,7.58726600000,0.1400,3307.00,0.306000,0.326000,2026,"Transit"
"TOI-4342 b","TOI-4342","b",7.30000000,0.02296837,2.32900000,5.53825920000,0.2600,3866.00,0.587000,0.598000,2023,"Transit"
"TOI-4342 c","TOI-4342","c",4.80000000,0.01510249,2.34900000,10.68866200000,0.2600,3866.00,0.587000,0.598000,2023,"Transit"
"TOI-4377 b","TOI-4377","b",304.16178550,0.95700000,15.10970598,4.37808100000,0.2050,4974.00,1.360000,3.520000,2023,"Transit"
"TOI-4379 b","TOI-4379","b",353.74301699,1.11300000,16.69017226,3.25352000000,0.1600,6020.00,1.372000,1.976000,2024,"Transit"
"TOI-4406 b","TOI-4406","b",95.34852210,0.30000000,11.20898070,30.08364000000,0.1000,6219.00,1.190000,1.290000,2023,"Transit"
"TOI-4409 b","TOI-4409","b",14.93793513,0.04700000,7.44000000,92.49178900000,0.0000,4928.00,0.763000,0.720000,2026,"Transit"
"TOI-4427 b","TOI-4427","b",87.72064033,0.27600000,13.09208946,4.61826210000,0.0020,5347.00,0.900000,0.890000,2026,"Transit"
"TOI-4438 b","TOI-4438","b",4.11000000,0.01293151,2.40000000,7.44629500000,0.0700,3501.00,0.345000,0.365000,2024,"Transit"
"TOI-4458 b","TOI-4458","b",552.06794296,1.73700000,12.40834163,3.93937920000,0.1700,6151.00,1.470000,1.960000,2026,"Transit"
"TOI-4463 A b","TOI-4463 A","b",252.35575516,0.79400000,13.26022417,2.88071980000,0.2500,5640.00,1.056000,1.062000,2023,"Transit"
"TOI-4465 b","TOI-4465","b",1872.00931723,5.89000000,14.01122587,101.94054000000,-0.0600,5545.00,0.930000,1.014000,2025,"Transit"
"TOI-4487 A b","TOI-4487 A","b",397.28550875,1.25000000,14.60530185,3.95407090000,0.2160,6206.00,1.378000,1.634000,2025,"Transit"
"TOI-4492 b","TOI-4492","b",1881.54416944,5.92000000,11.78063872,4.43318240000,0.2190,5711.00,1.067000,1.222000,2026,"Transit"
"TOI-4495 b","TOI-4495","b",7.70000000,0.02422691,2.48300000,2.56699000000,0.1800,6210.00,1.247000,1.309000,2026,"Transit"
"TOI-4495 c","TOI-4495","c",23.20000000,0.07299536,4.03000000,5.18553000000,0.1800,6210.00,1.247000,1.309000,2024,"Transit"
"TOI-4507 b","TOI-4507","b",20.00000000,0.06292704,8.20000000,104.61611000000,-0.0600,6260.00,1.110000,1.040000,2025,"Transit"
